Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Force,,,Pressure
0.51,0.83,-0.23,0.42,-0.011,,,40
0.52,0.32,0.75,-0.94,0.011,,,40
0.53,-1.23,-0.31,2.38,0.011,,,40
0.54,0.47,1.21,-1.31,0,,,40
0.55,-1.97,-2.35,2.83,0.027,,,40
0.56,-1.23,0.15,0.34,0,,,40
0.57,2.24,-0.61,-0.64,-0.011,,,40
0.58,1.42,-1.82,-0.79,0,,,40
0.59,-2.78,-0.08,-1.54,0.033,,,40
0.6,-1.89,-0.46,4.19,0.011,,,40
0.61,0.1,2.95,1.63,0.011,,,40
0.62,-0.79,3.1,1.17,0.011,,,40
0.63,1.72,1.59,-2.29,-0.016,,,40
0.64,-1.53,-0.23,0.27,0.011,,,40
0.65,2.9,0.6,-2.82,-0.011,,,40
0.66,-2.19,1.81,1.32,0.011,,,40
0.67,-0.57,-2.88,2.98,0.005,,,40
0.68,-0.2,0.68,0.57,0,,,40
0.69,-2.85,-1.82,0.8,0.011,,,40
0.7,0.39,-2.73,-1.01,0.011,,,40
0.71,0.17,1.28,-2.29,0,,,40
0.72,0.24,0.15,1.25,0,,,40
0.73,0.39,2.57,0.42,0.005,,,40
0.74,-2.19,1.21,1.47,0,,,40
0.75,1.72,-0.16,-1.69,-0.005,,,40
0.76,-2.34,1.28,0.72,0.011,,,40
0.77,1.5,-1.06,-0.79,0,,,40
0.78,0.17,-1.14,-0.56,-0.011,,,40
0.79,-3.22,1.59,2.45,0.022,,,40
0.8,2.38,-1.14,0.65,0,,,40
0.81,0.76,1.74,0.49,-0.011,,,40
0.82,-0.42,1.81,-2.29,0,,,40
0.83,0.02,-0.91,-0.49,0,,,40
0.84,0.47,0,-1.01,0.005,,,40
0.85,-1.97,2.49,0.65,0.016,,,40
0.86,1.42,-1.37,-0.03,-0.011,,,40
0.87,0.17,0,-0.18,-0.011,,,40
0.88,0.24,0.3,0.12,0.011,,,40
0.89,-0.27,-2.73,-1.47,0.005,,,40
0.9,-0.35,-1.37,-0.64,0.011,,,40
0.91,1.13,-0.69,1.32,-0.005,,,40
0.92,1.35,-0.08,-1.01,-0.016,,,40
0.93,0.17,0.37,0.95,-0.005,,,40
0.94,-0.12,0.53,-1.39,0.016,,,40
0.95,0.69,-1.67,-0.11,0.011,,,40
0.96,-2.12,1.59,0.72,0.011,,,40
0.97,1.2,-1.06,-0.79,-0.005,,,40
0.98,0.47,1.66,0.12,0,,,40
0.99,1.13,0.15,3.21,-0.005,,,40
1,-1.3,-0.69,-0.26,0.011,,,40
1.01,0.1,3.02,-3.43,-0.005,,,40
1.02,-0.12,-1.67,-0.41,-0.016,,,40
1.03,-0.64,-0.76,-0.64,0.016,,,40
1.04,0.83,2.42,-0.03,-0.011,,,40
1.05,1.35,-1.52,1.1,-0.005,,,40
1.06,-1.67,0.37,3.59,0.016,,,40
1.07,0.02,3.33,-4.41,0.011,,,40
1.08,1.13,-2.05,3.51,0,,,40
1.09,-0.57,1.43,1.55,0.011,,,40
1.1,-0.35,-1.52,-3.35,0.011,,,40
1.11,0.47,1.96,1.17,-0.005,,,40
1.12,-1.08,-1.59,4.87,0.011,,,40
1.13,-0.35,2.04,-2.07,0,,,40
1.14,0.32,-2.43,0.27,-0.005,,,40
1.15,-2.12,1.21,2.15,0.011,,,40
1.16,0.83,0.6,-2.67,0,,,40
1.17,0.17,3.25,-0.11,-0.011,,,40
1.18,-0.27,-1.29,4.94,0.005,,,40
1.19,0.69,2.19,-1.77,0.005,,,40
1.2,-0.94,1.59,-2.29,0.005,,,40
1.21,-0.05,-1.29,0.65,0.005,,,40
1.22,-0.27,-0.08,-1.39,0.005,,,40
1.23,1.2,-0.31,-0.56,-0.022,,,40
1.24,0.83,-0.69,0.12,-0.005,,,40
1.25,-1.16,-0.61,-0.26,-0.005,,,40
1.26,0.24,-0.99,-3.27,0,,,40
1.27,-1.08,-0.76,2.23,0.011,,,40
1.28,-0.12,-0.61,3.89,0.011,,,40
1.29,2.09,1.51,-3.05,-0.016,,,40
1.3,-1.16,2.27,-0.56,0.005,,,40
1.31,0.02,-1.22,2.08,-0.005,,,40
1.32,0.76,0.75,-1.39,0.005,,,40
1.33,0.54,-0.08,-2.07,0.005,,,40
1.34,-0.27,-1.9,1.63,0.011,,,40
1.35,0.61,1.89,-0.86,-0.016,,,40
1.36,1.13,0.83,-0.71,-0.005,,,40
1.37,-2.19,-1.52,1.47,0.011,,,40
1.38,0.61,1.66,-1.69,0.005,,,40
1.39,-0.94,1.66,-0.18,0.016,,,40
1.4,-1.01,1.66,1.32,0.005,,,40
1.41,0.69,-0.61,1.17,-0.005,,,40
1.42,-0.79,2.04,-0.03,0.011,,,40
1.43,3.34,-1.37,-0.79,-0.005,,,40
1.44,-2.34,-0.16,-0.86,0.016,,,40
1.45,-1.89,-1.29,0.49,0.016,,,40
1.46,-1.67,0.45,0.49,0.011,,,40
1.47,2.09,-4.02,4.04,-0.016,,,40
1.48,0.83,3.1,-1.39,-0.011,,,40
1.49,-1.89,-0.08,1.17,0.005,,,40
1.5,0.61,-1.14,-0.94,0,,,40
1.51,1.06,3.1,-1.47,-0.005,,,40
1.52,-2.71,0.53,3.74,0.027,,,40
1.53,1.2,0.6,-2.29,-0.005,,,40
1.54,2.01,1.36,0.04,-0.005,,,40
1.55,-1.16,-1.59,0.42,0,,,40
1.56,-1.53,-2.5,-1.16,0.011,,,40
1.57,0.91,0.75,-0.79,-0.011,,,40
1.58,-0.57,-0.38,3.06,0.016,,,40
1.59,0.98,-2.88,-0.94,-0.011,,,40
1.6,0.98,0.68,-4.41,-0.005,,,40
1.61,-0.57,0.83,-0.86,0.005,,,40
1.62,-1.75,-3.11,1.1,0.011,,,40
1.63,2.09,0.6,-0.41,0,,,40
1.64,-0.57,1.66,1.32,0.022,,,40
1.65,-1.08,-1.14,4.64,0.011,,,40
1.66,-0.27,-0.23,-0.94,0.016,,,40
1.67,1.13,2.64,-1.09,-0.005,,,40
1.68,0.1,-1.22,3.13,-0.005,,,40
1.69,0.98,-0.53,-4.41,0,,,40
1.7,-1.53,1.51,-0.56,0.005,,,40
1.71,-0.94,-2.73,4.11,0.016,,,40
1.72,-1.16,2.19,-0.03,0.011,,,40
1.73,1.35,-1.06,-5.39,-0.011,,,40
1.74,-1.38,1.51,2.83,0.016,,,40
1.75,0.32,2.27,2.38,-0.005,,,40
1.76,0.1,-1.82,-1.16,0,,,40
1.77,0.24,2.27,2,0,,,40
1.78,2.09,-0.61,2.53,-0.011,,,40
1.79,2.01,-1.44,-4.56,-0.016,,,40
1.8,-2.41,2.95,-1.69,0.033,,,40
1.81,-3.74,-2.43,4.41,0.022,,,40
1.82,1.87,5.45,-1.77,0.005,,,40
1.83,3.27,-0.38,4.04,-0.005,,,40
1.84,-3.22,1.43,1.63,0.027,,,40
1.85,0.39,-2.88,-3.05,0.011,,,40
1.86,-2.71,0.9,3.36,0.038,,,40
1.87,3.12,4.76,-2.97,-0.011,,,40
1.88,-0.35,-2.05,-2.75,0.011,,,40
1.89,2.09,-2.35,0.27,-0.011,,,40
1.9,-0.79,0.68,-0.33,0.016,,,40
1.91,-1.75,-3.94,-1.54,0.011,,,40
1.92,-0.79,2.04,2.76,0.011,,,40
1.93,0.83,-1.75,3.28,-0.016,,,40
1.94,-1.16,-0.23,-1.24,0.005,,,40
1.95,3.05,3.93,-1.99,-0.011,,,40
1.96,-1.23,-3.11,1.55,0.016,,,40
1.97,0.39,1.96,-3.8,0.016,,,40
1.98,-1.6,-0.69,-2.75,0.022,,,40
1.99,-1.97,-2.88,8.11,0.022,,,40
2,4.74,0.22,-1.84,-0.005,,,40
2.01,-1.45,1.66,-1.31,-0.005,,,40
2.02,-1.38,2.42,2.91,0.022,,,40
2.03,3.34,-1.97,-2.97,-0.016,,,40
2.04,-0.57,1.51,2.83,0.005,,,40
2.05,-0.86,-1.67,-0.56,0.016,,,40
2.06,-2.63,0.83,0.49,0.016,,,40
2.07,5.78,3.7,-2.6,-0.033,,,40
2.08,-1.82,2.04,3.96,0.005,,,40
2.09,-2.26,1.74,-2.82,0.027,,,40
2.1,1.5,-4.24,-3.5,0,,,40
2.11,-2.63,-2.5,6.68,0.016,,,40
2.12,0.02,-1.52,-3.27,-0.005,,,40
2.13,4.74,-0.23,-6.97,-0.033,,,40
2.14,1.65,0.83,5.92,-0.005,,,40
2.15,-4.18,-0.08,-0.18,0.038,,,40
2.16,-0.86,5.14,-4.18,0.011,,,40
2.17,-0.35,1.43,3.06,0,,,40
2.18,1.79,0.9,1.78,-0.016,,,40
2.19,2.31,-0.08,0.8,-0.011,,,40
2.2,-0.71,2.64,-3.2,0.022,,,40
2.21,-2.26,-3.64,3.28,0.011,,,40
2.22,0.24,0.22,2.3,0.005,,,40
2.23,3.42,-1.52,-0.71,-0.016,,,40
2.24,-1.75,0.83,-0.79,0.011,,,40
2.25,-1.01,2.42,-1.09,0.011,,,40
2.26,-0.71,-1.52,-0.56,0.011,,,40
2.27,-1.01,0.22,-0.86,0,,,40
2.28,-0.12,1.36,1.63,-0.005,,,40
2.29,3.93,0,0.42,-0.022,,,40
2.3,-2.56,-1.37,2.08,0.016,,,40
2.31,1.72,2.27,-3.27,-0.011,,,40
2.32,-3.22,-3.87,1.78,0.027,,,40
2.33,0.1,0.6,3.28,0,,,40
2.34,2.31,2.57,-5.08,-0.022,,,40
2.35,1.13,-2.5,2.45,0,,,40
2.36,-0.2,1.43,-0.18,0.011,,,40
2.37,-2.04,0.07,-1.62,0.016,,,40
2.38,1.13,-0.61,1.1,0.011,,,40
2.39,-0.42,1.96,-2.29,-0.011,,,40
2.4,0.24,-2.12,-1.01,0,,,40
2.41,1.87,1.81,-1.77,0,,,40
2.42,-0.27,-2.5,1.55,0.005,,,40
2.43,0.02,1.81,-1.01,0.016,,,40
2.44,0.54,2.64,-1.24,-0.005,,,40
2.45,-0.79,-1.59,2.98,0.011,,,40
2.46,1.65,3.1,-3.65,-0.011,,,40
2.47,-1.16,-2.28,2.83,0.005,,,40
2.48,0.76,-1.97,0.34,-0.005,,,40
2.49,1.72,-1.29,-4.93,-0.005,,,40
2.5,-4.7,-0.46,3.96,0.038,,,40
2.51,0.98,3.4,-2.22,0,,,40
2.52,-0.57,0.45,-0.18,0.011,,,40
2.53,0.02,-1.44,2.83,0,,,40
2.54,2.68,0.75,-3.2,-0.022,,,40
2.55,-0.35,2.87,-1.16,0.011,,,40
2.56,-0.57,-1.14,3.28,0.005,,,40
2.57,-1.89,0.37,1.47,0.033,,,40
2.58,3.56,3.48,0.65,-0.016,,,40
2.59,-3.3,-3.79,3.59,0.033,,,40
2.6,1.13,0.75,-4.78,-0.011,,,40
2.61,1.42,1.43,-1.54,-0.016,,,40
2.62,-2.63,-2.88,2.76,0.022,,,40
2.63,-1.16,0.98,-1.39,0.011,,,40
2.64,1.5,-2.12,-1.09,-0.011,,,40
2.65,0.1,0.68,3.43,0,,,40
2.66,-1.3,1.36,-3.12,0.011,,,40
2.67,-0.42,-0.76,2.53,0.011,,,40
2.68,0.39,0.22,4.04,-0.005,,,40
2.69,-0.49,-0.23,1.55,0.011,,,40
2.7,1.35,-0.99,-1.54,-0.005,,,40
2.71,-0.64,-1.52,0.27,0.005,,,40
2.72,-0.42,1.43,1.47,-0.005,,,40
2.73,-1.01,1.66,-2.22,0.016,,,40
2.74,0.02,-3.41,2,0.005,,,40
2.75,0.02,2.72,1.93,0.005,,,40
2.76,0.61,-0.23,-4.25,-0.005,,,40
2.77,-0.49,-0.46,-0.03,-0.005,,,40
2.78,-2.49,2.49,-0.49,0.022,,,40
2.79,0.91,0,0.12,-0.005,,,40
2.8,1.42,1.28,-1.31,-0.005,,,40
2.81,-1.08,-3.87,2.3,0.005,,,40
2.82,0.98,2.04,-3.8,-0.016,,,40
2.83,-0.05,-1.59,-0.71,0,,,40
2.84,-0.86,0.07,6.9,0,,,40
2.85,0.47,2.72,-2.6,-0.005,,,40
2.86,1.87,-0.84,-1.16,-0.011,,,40
2.87,-0.79,-0.38,0.12,0.005,,,40
2.88,0.24,0.37,-2.75,0.011,,,40
2.89,-1.82,0.37,-2.37,0.011,,,40
2.9,-0.35,0.22,2.83,0.016,,,40
2.91,0.32,1.81,2.76,0.005,,,40
2.92,-0.05,2.87,-3.27,0,,,40
2.93,-0.05,-3.41,2.76,0,,,40
2.94,1.5,1.21,-3.43,0,,,40
2.95,-0.35,-1.97,-0.26,-0.011,,,40
2.96,-1.01,-2.81,1.32,0.011,,,40
2.97,1.06,2.87,-0.49,0.005,,,40
2.98,-1.82,0.83,2.68,0.011,,,40
2.99,0.98,0.15,-0.49,-0.005,,,40
3,1.28,-2.28,-0.03,-0.005,,,40
3.01,0.24,1.89,-1.31,-0.005,,,40
3.02,-2.04,0.75,-0.86,0.011,,,40
3.03,0.54,0.9,-0.86,0.005,,,40
3.04,1.79,-2.12,2,0.005,,,40
3.05,0.98,1.28,1.47,0,,,40
3.06,-0.27,0.98,-2.29,0,,,40
3.07,-1.53,-3.03,-1.16,0.016,,,40
3.08,0.02,-0.99,1.85,0.005,,,40
3.09,-2.12,3.78,-0.11,0,,,40
3.1,-0.05,1.06,2.53,0,,,40
3.11,3.12,-1.14,-1.99,-0.033,,,40
3.12,-0.35,-1.52,1.1,-0.005,,,40
3.13,-2.56,5.37,-3.8,0.033,,,40
3.14,-2.19,-1.75,3.96,0.022,,,40
3.15,2.83,-2.73,-2.9,-0.011,,,40
3.16,-1.75,-1.9,-0.03,0.016,,,40
3.17,-0.42,0.83,-1.09,0.011,,,40
3.18,-0.71,-1.37,0.42,0,,,40
3.19,-2.78,2.87,3.28,0.016,,,40
3.2,1.06,-2.73,3.28,-0.005,,,40
3.21,2.68,2.04,-0.41,-0.011,,,40
3.22,2.53,2.8,-4.41,-0.016,,,40
3.23,-4.48,-2.2,-0.71,0.033,,,40
3.24,-1.38,0.53,-0.26,0.005,,,40
3.25,-0.86,0.22,1.55,0,,,40
3.26,-0.2,-2.2,2.98,0,,,40
3.27,3.86,2.19,-2.75,-0.016,,,40
3.28,-0.64,0,0.34,0,,,40
3.29,-0.27,-1.97,-0.33,0,,,40
3.3,-0.42,-2.96,-0.86,0.011,,,40
3.31,-1.16,2.57,-0.26,0.011,,,40
3.32,0.69,-1.29,3.13,-0.005,,,40
3.33,0.91,3.33,-0.41,-0.011,,,40
3.34,-0.42,-0.16,-1.24,0.005,,,40
3.35,1.06,-0.53,-1.69,0,,,40
3.36,-2.71,2.8,-2.14,0.011,,,40
3.37,0.24,-1.97,2.23,0,,,40
3.38,1.57,1.43,-1.09,-0.005,,,40
3.39,-0.94,1.43,-1.31,0,,,40
3.4,-0.71,-2.28,0.8,0.005,,,40
3.41,0.02,-0.38,-0.11,-0.005,,,40
3.42,-1.01,0.22,-0.49,0.005,,,40
3.43,-0.05,3.7,-1.01,0,,,40
3.44,1.65,-0.31,0.04,-0.011,,,40
3.45,1.28,-0.53,0.27,-0.005,,,40
3.46,-0.64,0.75,0.04,0.005,,,40
3.47,-1.97,-0.69,0.72,0.011,,,40
3.48,-1.16,-1.06,0.95,0.011,,,40
3.49,-0.12,2.95,-1.77,0,,,40
3.5,1.94,1.13,0.95,0,,,40
3.51,-1.53,-2.81,-0.41,0.005,,,40
3.52,-1.01,-2.65,1.02,0.016,,,40
3.53,-2.49,1.89,-1.62,0.022,,,40
3.54,-2.85,-0.31,1.47,0.016,,,40
3.55,1.42,-0.16,3.06,-0.011,,,40
3.56,1.28,-1.06,3.81,0,,,40
3.57,2.68,2.19,-0.03,-0.016,,,40
3.58,-1.67,-1.75,-5.16,0.016,,,40
3.59,0.69,0.53,-5.76,0.005,,,40
3.6,-3.96,2.72,4.11,0.011,,,40
3.61,-2.78,-1.82,2.83,0.016,,,40
3.62,5.19,-1.59,0.65,-0.033,,,40
3.63,0.32,2.04,2.38,0.005,,,40
3.64,-3.22,-1.52,-1.47,0.033,,,40
3.65,2.01,-0.61,-7.72,-0.016,,,40
3.66,1.13,-2.2,-1.47,0,,,40
3.67,-0.64,-1.22,-1.62,0.011,,,40
3.68,1.5,1.28,-1.84,-0.011,,,40
3.69,-0.94,-0.76,2.83,0.005,,,40
3.7,-4.92,1.59,6.07,0.038,,,40
3.71,-5.29,2.72,-1.39,0.027,,,40
3.72,0.61,-1.29,1.85,0.005,,,40
3.73,1.13,6.81,0.12,-0.005,,,40
3.74,3.49,1.66,-1.84,-0.005,,,40
3.75,2.09,1.43,-7.04,0.011,,,40
3.76,-3.59,2.87,-1.39,0.011,,,40
3.77,-4.7,-4.4,5.92,0.044,,,40
3.78,-0.42,2.64,3.59,0.005,,,40
3.79,1.2,-2.28,4.72,-0.005,,,40
3.8,0.54,3.4,3.51,-0.005,,,40
3.81,2.83,2.42,-4.86,-0.011,,,40
3.82,0.47,3.17,-1.99,0.016,,,40
3.83,-1.01,2.27,-1.47,0,,,40
3.84,-2.26,-0.69,1.02,0.022,,,40
3.85,0.32,-1.75,1.02,0.011,,,40
3.86,-1.53,0.9,3.36,0.011,,,40
3.87,-2.04,0.83,1.4,0.016,,,40
3.88,0.76,-0.53,2.23,0,,,40
3.89,-1.3,1.28,0.72,0.016,,,40
3.9,0.32,-1.29,-1.69,0.005,,,40
3.91,3.49,-1.06,-4.56,-0.022,,,40
3.92,0.02,-1.97,-0.64,0.005,,,40
3.93,-0.42,-0.91,1.4,0.005,,,40
3.94,-2.85,2.34,-0.41,0.033,,,40
3.95,-1.82,2.49,0.57,0.027,,,40
3.96,0.69,3.02,-0.49,-0.011,,,40
3.97,0.98,0.9,-2.67,-0.005,,,40
3.98,1.57,-4.55,-1.39,0.011,,,40
3.99,-0.35,-0.16,-2.37,-0.005,,,40
4,-4.03,0.75,1.55,0.027,,,40
4.01,-1.67,-2.35,2.83,0.011,,,40
4.02,-1.67,-0.61,-3.58,0,,,40
4.03,1.2,-5.15,-1.16,-0.011,,,40
4.04,2.68,-0.46,2.38,-0.011,,,40
4.05,-2.04,1.28,-1.16,0.016,,,40
4.06,-3.89,6.13,0.95,0.011,,,40
4.07,-0.49,0.45,3.81,-0.005,,,40
4.08,5.48,2.87,4.64,-0.033,,,40
4.09,0.02,2.57,0.04,-0.005,,,40
4.1,-3.81,-1.97,-4.71,0.038,,,40
4.11,1.13,-0.38,-5.76,-0.005,,,40
4.12,-4.03,2.72,2.38,0.016,,,40
4.13,0.1,3.86,0.42,0.011,,,40
4.14,5.11,2.57,0.04,-0.033,,,40
4.15,-1.08,-2.35,6.22,0.011,,,40
4.16,0.24,-1.75,-2.82,-0.005,,,40
4.17,-1.23,0,-3.95,0,,,40
4.18,-1.97,2.19,-0.56,0.005,,,40
4.19,1.5,2.42,-1.31,-0.027,,,40
4.2,-1.38,0.83,4.26,0.011,,,40
4.21,0.91,2.27,-0.11,-0.005,,,40
4.22,0.83,0,-2.14,0.005,,,40
4.23,-1.75,-2.28,1.4,0.022,,,40
4.24,0.02,0.15,-1.84,0,,,40
4.25,0.02,-1.9,1.1,0.016,,,40
4.26,0.69,-0.23,0.49,0.011,,,40
4.27,-0.71,-1.37,0.04,0.005,,,40
4.28,-1.08,0.68,-0.56,0.005,,,40
4.29,-0.64,-0.76,0.34,0,,,40
4.3,-0.64,2.95,-0.33,0,,,40
4.31,0.69,1.21,0.8,-0.011,,,40
4.32,-0.27,-0.99,0.87,0.005,,,40
4.33,-1.38,0.68,-1.84,0.016,,,40
4.34,-2.26,0.68,-1.01,0.005,,,40
4.35,1.2,-1.75,-0.64,0.005,,,40
4.36,-1.97,2.49,0.34,0.016,,,40
4.37,1.57,-2.58,1.93,-0.005,,,40
4.38,-2.12,0.07,2.38,0.011,,,40
4.39,-0.64,-1.29,-0.49,-0.005,,,40
4.4,0.91,1.89,-2.67,0.005,,,40
4.41,0.02,0.75,1.17,0.011,,,40
4.42,-1.23,-2.5,2.08,0.016,,,40
4.43,0.76,2.27,-0.26,0.011,,,40
4.44,-0.35,-1.97,1.32,0.005,,,40
4.45,-1.23,1.89,1.55,-0.005,,,40
4.46,-0.05,0.83,-2.6,0.011,,,40
4.47,-0.64,3.02,-2.6,0.011,,,40
4.48,-2.41,-0.61,0.65,0.022,,,40
4.49,-1.16,0.3,3.06,0.016,,,40
4.5,2.53,0.45,-1.47,-0.016,,,40
4.51,-1.01,-0.08,1.78,0.011,,,40
4.52,-1.01,1.06,1.47,0.011,,,40
4.53,-0.86,0.15,-3.27,0.005,,,40
4.54,-0.57,0.9,2.98,0,,,40
4.55,-2.19,1.13,2.23,0.011,,,40
4.56,1.06,-1.29,-1.31,-0.005,,,40
4.57,1.87,2.95,-1.99,-0.016,,,40
4.58,-1.23,-2.43,0.19,0.016,,,40
4.59,-1.89,1.36,-1.24,0.011,,,40
4.6,-1.16,-1.29,1.17,0.011,,,40
4.61,0.24,0.07,2.61,-0.005,,,40
4.62,2.46,2.04,-1.39,-0.011,,,40
4.63,-0.27,-1.22,-0.33,0.016,,,40
4.64,-0.57,1.81,-1.62,0.011,,,40
4.65,-1.75,0.07,0.95,0.027,,,40
4.66,-2.19,-0.76,1.25,0.011,,,40
4.67,1.79,0.07,-2.14,0,,,40
4.68,1.35,-2.2,1.02,0.005,,,40
4.69,-0.12,1.06,-1.62,0.005,,,40
4.7,-3.67,-0.53,-2.75,0.022,,,40
4.71,2.16,-1.22,0.72,-0.005,,,40
4.72,-1.08,1.51,3.81,0.016,,,40
4.73,-0.49,1.13,0.87,0,,,40
4.74,2.46,1.13,-3.5,-0.005,,,40
4.75,-3,-0.08,3.59,0.016,,,40
4.76,1.28,-0.16,-2.07,-0.005,,,40
4.77,0.47,2.49,-0.33,0.005,,,40
4.78,-3.37,0.75,3.51,0.022,,,40
4.79,2.75,1.43,-0.94,-0.005,,,40
4.8,-1.16,-0.31,-1.09,0.016,,,40
4.81,-0.86,-1.75,0.8,0.016,,,40
4.82,1.13,1.28,-1.16,-0.005,,,40
4.83,-1.16,0,0.72,0,,,40
4.84,-1.97,2.87,2.3,0.016,,,40
4.85,0.39,0.68,0.34,0.011,,,40
4.86,0.91,0.75,0.8,0,,,40
4.87,-0.71,1.28,0.34,0.005,,,40
4.88,0.39,-0.53,-2.75,0,,,40
4.89,-2.26,3.78,-1.39,0.016,,,40
4.9,-1.01,-1.75,2.53,0.011,,,40
4.91,0.54,1.96,1.7,-0.005,,,40
4.92,1.5,1.13,-1.09,-0.011,,,40
4.93,-1.67,-0.31,-0.33,0.016,,,40
4.94,-0.35,1.43,-2.45,0,,,40
4.95,-1.75,0.15,-0.86,0.022,,,40
4.96,0.83,-0.53,1.78,-0.005,,,40
4.97,-0.86,2.72,0.49,0.005,,,40
4.98,1.65,-0.31,-2.9,-0.005,,,40
4.99,-1.75,1.96,-0.56,0.005,,,40
5,-3,0.37,0.87,0.027,,,40
5.01,-0.2,-0.91,0.8,0.011,,,40
5.02,0.17,-1.06,0.8,0,,,40
5.03,0.83,-1.52,1.63,-0.005,,,40
5.04,1.79,0.07,-2.6,-0.011,,,40
5.05,-0.57,-0.16,-3.58,0,,,40
5.06,-2.34,1.13,2.08,0.016,,,40
5.07,-1.6,3.02,1.7,0.005,,,40
5.08,-0.12,-1.14,-1.92,0.005,,,40
5.09,3.27,-3.56,2.15,-0.011,,,40
5.1,0.1,2.19,-0.79,0.016,,,40
5.11,-2.12,0.07,-1.39,0.022,,,40
5.12,-1.01,-2.5,2.91,0.011,,,40
5.13,-0.57,2.42,-0.94,0.016,,,40
5.14,0.54,0.07,-0.18,0,,,40
5.15,1.72,2.87,0.65,0,,,40
5.16,-2.12,-0.16,1.25,0.016,,,40
5.17,-1.08,-0.31,0.57,0.005,,,40
5.18,0.02,0.53,-2.14,0.011,,,40
5.19,0.39,-1.75,-1.01,0.005,,,40
5.2,-0.05,-0.61,0.49,0.011,,,40
5.21,-0.12,1.74,-0.49,0,,,40
5.22,-0.86,-1.75,1.55,0.022,,,40
5.23,0.54,1.36,0.12,0,,,40
5.24,-0.79,0.3,2.15,0.016,,,40
5.25,-0.57,1.66,-2.37,-0.005,,,40
5.26,0.76,0.68,-1.69,0,,,40
5.27,-1.97,0.53,1.85,0.022,,,40
5.28,0.32,1.43,-2.37,0.005,,,40
5.29,-0.05,-2.43,-0.26,0.005,,,40
5.3,-1.08,0.45,-0.03,0.005,,,40
5.31,-0.42,-0.38,-1.01,0.005,,,40
5.32,-0.64,0.75,1.47,0.005,,,40
5.33,-1.16,0.68,2,0.005,,,40
5.34,2.24,0.68,-0.94,-0.016,,,40
5.35,-1.53,3.33,1.02,0.016,,,40
5.36,-1.3,-0.69,-0.71,0.005,,,40
5.37,-0.27,0.45,0.27,-0.005,,,40
5.38,0.76,0.75,-0.49,0.011,,,40
5.39,-0.05,-1.67,1.93,0,,,40
5.4,1.72,-0.69,-1.39,-0.011,,,40
5.41,-2.78,1.21,0.42,0.016,,,40
5.42,-2.49,1.89,-1.39,0.016,,,40
5.43,-0.86,-1.59,2.76,0,,,40
5.44,-0.12,3.55,-1.01,0.016,,,40
5.45,0.76,-1.9,0.95,-0.005,,,40
